1,34.0892140,-117.4978600,10,10
2,34.0892110,-117.4976370,7,10
3,34.0890960,-117.4971830,7,10
4,34.0891090,-117.4970800,5,10
5,34.0891180,-117.4970410,7,10
6,34.0892400,-117.4965240,7,10
7,34.0892570,-117.4964510,7,10
8,34.0893910,-117.4959550,7,10
9,34.0894880,-117.4956530,7,10
10,34.0895460,-117.4955910,7,10
11,34.0896050,-117.4955840,7,10
12,34.0896400,-117.4955930,7,15
13,34.0896940,-117.4956080,7,15
14,34.0897970,-117.4956370,7,15
15,34.0899260,-117.4956740,7,10
16,34.0900310,-117.4957230,7,10
17,34.0901100,-117.4958350,7,10
18,34.0901550,-117.4959820,7,10
19,34.0901580,-117.4962200,15,40
20,34.0901570,-117.4994610,15,40
21,34.0901590,-117.5018840,15,40
22,34.0901580,-117.5020200,15,37
23,34.0901560,-117.5021530,15,31
24,34.0901560,-117.5022820,15,26
25,34.0901570,-117.5024060,15,20
26,34.0901620,-117.5025260,10,15
27,34.0901860,-117.5027520,10,15
28,34.0902460,-117.5028910,10,15
29,34.0903420,-117.5029800,10,15
30,34.0904880,-117.5030330,10,15
31,34.0906330,-117.5030380,10,15
32,34.0907690,-117.5029970,10,15
33,34.0908750,-117.5029150,10,15
34,34.0909260,-117.5028280,10,15
35,34.0909480,-117.5026840,10,15
36,34.0909500,-117.5026430,15,40
37,34.0909360,-117.4993890,15,40
38,34.0909340,-117.4977330,15,40
39,34.0909340,-117.4976120,15,36
40,34.0909330,-117.4974950,15,31
41,34.0909330,-117.4973830,15,26
42,34.0909310,-117.4972220,15,19
43,34.0909300,-117.4971210,7,15
44,34.0909270,-117.4966150,7,15
45,34.0908860,-117.4962480,7,15
46,34.0908390,-117.4961330,7,15
47,34.0907030,-117.4959620,7,15
48,34.0905590,-117.4958700,7,15
49,34.0900670,-117.4957170,7,15
50,34.0899600,-117.4956840,7,12
51,34.0899260,-117.4956740,7,10
52,34.0897970,-117.4956370,10,10
53,34.0897340,-117.4956660,10,10
54,34.0896520,-117.4957960,10,10
55,34.0896240,-117.4959370,10,10
56,34.0896160,-117.4964810,15,10
57,34.0896150,-117.4968480,8,10
58,34.0896150,-117.4969120,5,10
59,34.0896150,-117.4969520,5,10
60,34.0896140,-117.4972070,5,10
61,34.0896120,-117.4975480,5,10
62,34.0896110,-117.4978880,5,10
63,34.0896060,-117.4982200,7,10
64,34.0896010,-117.4985040,7,10
65,34.0895420,-117.4986360,7,10
66,34.0894190,-117.4988430,7,10
67,34.0894050,-117.4989220,7,10
68,34.0894000,-117.4990790,15,10
69,34.0893790,-117.4996980,15,20
70,34.0893650,-117.5002410,15,20
71,34.0893600,-117.5005050,7,10
72,34.0893710,-117.5005510,7,10
73,34.0895640,-117.5008150,7,10
74,34.0895730,-117.5008700,7,10
75,34.0895640,-117.5010300,7,10
76,34.0895070,-117.5011590,7,10
77,34.0894580,-117.5012430,7,10
78,34.0894240,-117.5013220,7,10
79,34.0894400,-117.5013780,7,10
80,34.0895020,-117.5014390,7,10
81,34.0895770,-117.5015120,7,10
82,34.0895770,-117.5016510,7,10
83,34.0895740,-117.5016930,15,15
84,34.0895510,-117.5020680,15,15
85,34.0895470,-117.5021910,8,10
86,34.0895240,-117.5023340,8,10
87,34.0893820,-117.5026290,8,10
88,34.0892470,-117.5029320,8,10
89,34.0892250,-117.5031090,8,10
90,34.0892380,-117.5032150,8,10
91,34.0892860,-117.5032820,8,10
92,34.0893280,-117.5033090,5,10
93,34.0894220,-117.5033580,5,10
94,34.0895610,-117.5034040,5,10
95,34.0896670,-117.5034700,5,10
96,34.0897620,-117.5035500,5,10
97,34.0898190,-117.5036260,5,10
98,34.0898520,-117.5036900,5,10
99,34.0898620,-117.5037390,5,10
100,34.0898610,-117.5038950,5,10
101,34.0898420,-117.5041390,12,30
102,34.0897590,-117.5043060,12,30
103,34.0894570,-117.5047960,12,30
104,34.0893830,-117.5049900,12,30
105,34.0893560,-117.5052660,12,30
106,34.0893190,-117.5060530,12,30
107,34.0893080,-117.5062100,12,24
108,34.0892970,-117.5063540,12,18
109,34.0892910,-117.5064190,12,15
110,34.0892440,-117.5065790,12,15
111,34.0891510,-117.5066960,12,15
112,34.0890310,-117.5067500,12,15
113,34.0888770,-117.5067380,12,15
114,34.0886010,-117.5066510,12,15
115,34.0885010,-117.5066130,12,10
116,34.0883970,-117.5065350,12,10
117,34.0883660,-117.5064460,12,10
118,34.0883840,-117.5063570,12,10
119,34.0884600,-117.5062790,12,10
120,34.0885190,-117.5062440,12,25
121,34.0889210,-117.5060170,12,25
122,34.0890770,-117.5058840,12,25
123,34.0891710,-117.5056920,15,35
124,34.0892380,-117.5053760,15,35
125,34.0892570,-117.5049760,15,35
126,34.0892220,-117.5047640,15,35
127,34.0890910,-117.5043300,15,35
128,34.0890740,-117.5039850,15,35
129,34.0890740,-117.5039240,15,35
130,34.0890730,-117.5037770,15,29
131,34.0890730,-117.5036340,15,23
132,34.0890710,-117.5034720,15,16
133,34.0890710,-117.5033420,15,10
134,34.0890670,-117.5021410,15,10
135,34.0890610,-117.5010240,15,10
136,34.0890600,-117.5006040,10,10
137,34.0890600,-117.5005040,10,10
138,34.0890600,-117.5003620,10,4
139,34.0890600,-117.5002720,10,0
